restaurant_name,cuisine_type,review_telugu,rating,location
రాజ్ బిరియానీ,North Indian,సూప్ రుచి మామూలుగా ఉంది,5,రాజమండ్రి
చైనీస్ వోక్,Biryani,పూరీ అసలు బాలేదు.,5,అనంతపూర్
స్వీటీ స్క్వేర్,Chinese,మలై కొఫ్తా కొంచెం కూడా బాగోలేదు.,4,కరీంనగర్
కబాబ్ హౌస్,Chinese,ఇక్కడి ఉలవచారు అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,హైదరాబాద్
పిజ్జా హబ్,Biryani,ఫ్రెష్ గా చేసిన పిజ్జా చాలా టేస్టీ గా ఉంది.,4,అనంతపూర్
స్పైసీ అఫైర్,South Indian,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా మలై కొఫ్తా సూపర్.,3,హైదరాబాద్
ఫ్లేవర్ హౌస్,South Indian,పిజ్జా పరవాలేదు ,4,విజయవాడ
సముద్ర స్వాద్,Fast Food,నూడుల్స్ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,5,నెల్లూరు
సీఫుడ్ బే,Tandoori,స్పైసీ లవర్స్ కి గోబీ 65 బెస్ట్ ఆప్షన్.,2,వరంగల్
కాఫీ డే,Tandoori,ఇక్కడి మలై కొఫ్తా అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,రాజమండ్రి
ఫుడ్ ప్లాజా,Tandoori,పూరీ కొంచెం కూడా బాగోలేదు.,2,తిరుపతి
శ్రీ వెంకటేశ్వర భోజనాలయం,North Indian,పాయసం రుచి మరచిపోలేనిది.,1,విజయవాడ
గృహిణి వంటలు,Tandoori,గోంగూర పచ్చడి పరవాలేదు ,2,కరీంనగర్
డ్రీమ్ డైన్,North Indian,పూరీ కొంచెం కూడా బాగోలేదు.,5,అనంతపూర్
నూడుల్ వరల్డ్,Andhra Meals,స్పైసీ లవర్స్ కి టీ బెస్ట్ ఆప్షన్.,2,విశాఖపట్నం
బిరియానీ ప్యాలెస్,Biryani,ఇడ్లీ పరవాలేదు ,4,విజయవాడ
గోల్డెన్ ప్యాలెస్,Fast Food,ఇడ్లీ రుచి మరచిపోలేనిది.,4,విజయవాడ
రాయల్ థాళీ,South Indian,"నిజంగా చెప్పాలి అంటే, పిజ్జా నాకు చాలా నచ్చింది.",4,నెల్లూరు
నూడుల్ వరల్డ్,Andhra Meals,సూప్ రుచి మామూలుగా ఉంది,4,ఖమ్మం
రాజ్ బిరియానీ,South Indian,మటన్ కర్రీ రుచి మామూలుగా ఉంది,5,తిరుపతి
హల్దీ ఘర్,Fast Food,మలై కొఫ్తా క్వాలిటీ అద్భుతం!,2,కాకినాడ
చాట్ స్ట్రీట్,Chinese,పులిహోర పరవాలేదు ,5,రాజమండ్రి
ఫ్లేవర్ హౌస్,Chinese,బర్గర్ క్వాలిటీ అద్భుతం!,3,విశాఖపట్నం
చికెన్ కింగ్,Chinese,"నిజంగా చెప్పాలి అంటే, చపాతీ నాకు చాలా నచ్చింది.",1,వరంగల్
ఫుడ్ ప్లాజా,Fast Food,పాయసం అసలు బాలేదు.,4,అనంతపూర్
ఫుడ్ ప్లాజా,North Indian,మటన్ కర్రీ రుచి మామూలుగా ఉంది,4,కాకినాడ
రామయ్య హోటల్,Tandoori,"నిజంగా చెప్పాలి అంటే, చపాతీ నాకు చాలా నచ్చింది.",5,గుంటూరు
చైనా టౌన్,Andhra Meals,ఫ్రెష్ గా చేసిన టీ చాలా టేస్టీ గా ఉంది.,4,అనంతపూర్
లగ్జరీ డైనింగ్,Chinese,"నిజంగా చెప్పాలి అంటే, బిర్యాని నాకు చాలా నచ్చింది.",3,గుంటూరు
మసాలా కిచెన్,Tandoori,ధర కొంచెం ఎక్కువ కానీ టీ చాలా బాగుంది.,2,కాకినాడ
క్రీమీ కేఫ్,Chinese,పకోడీ కొంచెం కూడా బాగోలేదు.,3,కాకినాడ
మసాలా కిచెన్,Tandoori,పిజ్జా కొంచెం కూడా బాగోలేదు.,2,నెల్లూరు
హలవాయ్ షాప్,Fast Food,నూడుల్స్ క్వాలిటీ అద్భుతం!,1,విజయవాడ
బర్గర్ స్ట్రీట్,Andhra Meals,గోబీ 65 అసలు బాలేదు.,3,గుంటూరు
నూడుల్ వరల్డ్,North Indian,గోంగూర పచ్చడి పరవాలేదు ,2,కరీంనగర్
పరంపరా వంటలు,Andhra Meals,చికెన్ ఫ్రై పరవాలేదు ,2,కరీంనగర్
వెజ్ డిలైట్,South Indian,పులిహోర రుచి మామూలుగా ఉంది,5,అనంతపూర్
క్విక్ బైట్,North Indian,దోసె చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,2,కాకినాడ
బరోక్రాఫ్ట్,Chinese,గోబీ 65 అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,5,విశాఖపట్నం
బిరియానీ ప్యాలెస్,Chinese,పిజ్జా రుచి మామూలుగా ఉంది,5,నెల్లూరు
బిరియానీ హౌస్,North Indian,పిజ్జా రుచి మామూలుగా ఉంది,4,గుంటూరు
చికెన్ ఫ్యాక్టరీ,Andhra Meals,మటన్ కర్రీ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,1,కాకినాడ
స్వీట్ లాండ్,Tandoori,పనీర్ బట్టర్ మసాలా రుచి మామూలుగా ఉంది,2,విజయవాడ
హోటల్ శ్రీనివాస,Chinese,పకోడీ రుచి మరచిపోలేనిది.,4,తిరుపతి
మొఘలై దినింగ్,Tandoori,మలై కొఫ్తా పరవాలేదు ,1,రాజమండ్రి
ఫుడ్ హబ్,North Indian,పకోడీ పరవాలేదు ,4,విశాఖపట్నం
స్నాక్స్ బార్,Tandoori,ఇడ్లీ కొంచెం కూడా బాగోలేదు.,5,కరీంనగర్
ట్రెడిషనల్ టేస్ట్,Chinese,పులిహోర రుచి మరచిపోలేనిది.,1,విశాఖపట్నం
చికెన్ ఫ్యాక్టరీ,Tandoori,పులిహోర అసలు బాలేదు.,1,ఖమ్మం
చైనా టౌన్,North Indian,ఇక్కడి దోసె అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,3,గుంటూరు
తాండా చికెన్,Biryani,చపాతీ అసలు బాలేదు.,1,ఖమ్మం
లగ్జరీ డైనింగ్,Tandoori,ఇక్కడి నూడుల్స్ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,3,హైదరాబాద్
ట్రెడిషనల్ కుజీన్,Chinese,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా ఉలవచారు సూపర్.,3,రాజమండ్రి
ఫాస్ట్ ఫుడ్ జంక్షన్,Chinese,పిజ్జా చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,5,నెల్లూరు
బర్గర్ కింగ్,South Indian,పులిహోర అసలు బాలేదు.,4,విశాఖపట్నం
